Observation type,Sum,HOLC Polygon
iNaturalist,1,OH_Columbus_C26_C_7350_Aves_all_observations
other,0,OH_Columbus_C26_C_7350_Aves_all_observations
ebird,0,OH_Columbus_C26_C_7350_Aves_all_observations
ebird,5,OH_Columbus_C27_C_7351_Aves_all_observations
other,0,OH_Columbus_C27_C_7351_Aves_all_observations
iNaturalist,0,OH_Columbus_C27_C_7351_Aves_all_observations
ebird,6,OH_Columbus_C28_C_7352_Aves_all_observations
other,0,OH_Columbus_C28_C_7352_Aves_all_observations
iNaturalist,0,OH_Columbus_C28_C_7352_Aves_all_observations
ebird,1,OH_Columbus_C29_C_7353_Aves_all_observations
other,0,OH_Columbus_C29_C_7353_Aves_all_observations
iNaturalist,0,OH_Columbus_C29_C_7353_Aves_all_observations
ebird,119,OH_Columbus_C3_C_7354_Aves_all_observations
other,1,OH_Columbus_C3_C_7354_Aves_all_observations
iNaturalist,0,OH_Columbus_C3_C_7354_Aves_all_observations
other,0,OH_Columbus_C30_C_7355_Aves_all_observations
iNaturalist,0,OH_Columbus_C30_C_7355_Aves_all_observations
ebird,0,OH_Columbus_C30_C_7355_Aves_all_observations
ebird,105,OH_Columbus_C31_C_7356_Aves_all_observations
other,0,OH_Columbus_C31_C_7356_Aves_all_observations
iNaturalist,0,OH_Columbus_C31_C_7356_Aves_all_observations
ebird,604,OH_Columbus_C32_C_7357_Aves_all_observations
other,0,OH_Columbus_C32_C_7357_Aves_all_observations
iNaturalist,0,OH_Columbus_C32_C_7357_Aves_all_observations
ebird,1399,OH_Columbus_C33_C_7358_Aves_all_observations
iNaturalist,1,OH_Columbus_C33_C_7358_Aves_all_observations
other,0,OH_Columbus_C33_C_7358_Aves_all_observations
ebird,4456,OH_Columbus_C34_C_7359_Aves_all_observations
iNaturalist,2,OH_Columbus_C34_C_7359_Aves_all_observations
other,0,OH_Columbus_C34_C_7359_Aves_all_observations
ebird,961,OH_Columbus_C35_C_7360_Aves_all_observations
iNaturalist,3,OH_Columbus_C35_C_7360_Aves_all_observations
other,4,OH_Columbus_C35_C_7360_Aves_all_observations
ebird,223,OH_Columbus_C36_C_7361_Aves_all_observations
iNaturalist,1,OH_Columbus_C36_C_7361_Aves_all_observations
other,0,OH_Columbus_C36_C_7361_Aves_all_observations
ebird,115,OH_Columbus_C4_C_7362_Aves_all_observations
iNaturalist,17,OH_Columbus_C4_C_7362_Aves_all_observations
other,0,OH_Columbus_C4_C_7362_Aves_all_observations
ebird,1480,OH_Columbus_C5_C_7363_Aves_all_observations
iNaturalist,1,OH_Columbus_C5_C_7363_Aves_all_observations
other,0,OH_Columbus_C5_C_7363_Aves_all_observations
ebird,12778,OH_Columbus_C6_C_7364_Aves_all_observations
iNaturalist,1,OH_Columbus_C6_C_7364_Aves_all_observations
other,5,OH_Columbus_C6_C_7364_Aves_all_observations
ebird,351,OH_Columbus_C7_C_7365_Aves_all_observations
iNaturalist,1,OH_Columbus_C7_C_7365_Aves_all_observations
other,0,OH_Columbus_C7_C_7365_Aves_all_observations
ebird,8,OH_Columbus_C8_C_7366_Aves_all_observations
other,0,OH_Columbus_C8_C_7366_Aves_all_observations
iNaturalist,0,OH_Columbus_C8_C_7366_Aves_all_observations
ebird,10473,OH_Columbus_C9_C_7367_Aves_all_observations
iNaturalist,4,OH_Columbus_C9_C_7367_Aves_all_observations
other,2,OH_Columbus_C9_C_7367_Aves_all_observations
ebird,7,OH_Columbus_D1_D_7368_Aves_all_observations
other,0,OH_Columbus_D1_D_7368_Aves_all_observations
iNaturalist,0,OH_Columbus_D1_D_7368_Aves_all_observations
ebird,2,OH_Columbus_D10_D_7369_Aves_all_observations
iNaturalist,1,OH_Columbus_D10_D_7369_Aves_all_observations
other,0,OH_Columbus_D10_D_7369_Aves_all_observations
ebird,83,OH_Columbus_D11_D_7370_Aves_all_observations
iNaturalist,1,OH_Columbus_D11_D_7370_Aves_all_observations
other,0,OH_Columbus_D11_D_7370_Aves_all_observations
ebird,90,OH_Columbus_D12_D_7371_Aves_all_observations
other,2,OH_Columbus_D12_D_7371_Aves_all_observations
iNaturalist,0,OH_Columbus_D12_D_7371_Aves_all_observations
ebird,23,OH_Columbus_D14_D_7373_Aves_all_observations
other,0,OH_Columbus_D14_D_7373_Aves_all_observations
iNaturalist,0,OH_Columbus_D14_D_7373_Aves_all_observations
ebird,65,OH_Columbus_D15_D_7374_Aves_all_observations
iNaturalist,5,OH_Columbus_D15_D_7374_Aves_all_observations
other,1,OH_Columbus_D15_D_7374_Aves_all_observations
iNaturalist,1,OH_Columbus_D2_D_7375_Aves_all_observations
other,0,OH_Columbus_D2_D_7375_Aves_all_observations
ebird,0,OH_Columbus_D2_D_7375_Aves_all_observations
ebird,5,OH_Columbus_D4_D_7377_Aves_all_observations
other,0,OH_Columbus_D4_D_7377_Aves_all_observations
iNaturalist,0,OH_Columbus_D4_D_7377_Aves_all_observations
ebird,11,OH_Columbus_D5_D_7378_Aves_all_observations
other,0,OH_Columbus_D5_D_7378_Aves_all_observations
iNaturalist,0,OH_Columbus_D5_D_7378_Aves_all_observations
other,0,OH_Columbus_D6_D_7379_Aves_all_observations
iNaturalist,0,OH_Columbus_D6_D_7379_Aves_all_observations
ebird,0,OH_Columbus_D6_D_7379_Aves_all_observations
ebird,190,OH_Columbus_D7_D_7380_Aves_all_observations
iNaturalist,2,OH_Columbus_D7_D_7380_Aves_all_observations
other,1,OH_Columbus_D7_D_7380_Aves_all_observations
ebird,8730,OH_Columbus_D8_D_7381_Aves_all_observations
other,0,OH_Columbus_D8_D_7381_Aves_all_observations
iNaturalist,0,OH_Columbus_D8_D_7381_Aves_all_observations
ebird,13,OH_Columbus_D9_D_7382_Aves_all_observations
other,0,OH_Columbus_D9_D_7382_Aves_all_observations
iNaturalist,0,OH_Columbus_D9_D_7382_Aves_all_observations
ebird,981,OH_Dayton_A1_A_7383_Aves_all_observations
other,0,OH_Dayton_A1_A_7383_Aves_all_observations
iNaturalist,0,OH_Dayton_A1_A_7383_Aves_all_observations
ebird,326,OH_Dayton_A2_A_7384_Aves_all_observations
iNaturalist,2,OH_Dayton_A2_A_7384_Aves_all_observations
other,0,OH_Dayton_A2_A_7384_Aves_all_observations
ebird,1823,OH_Dayton_A3_A_7385_Aves_all_observations
iNaturalist,5,OH_Dayton_A3_A_7385_Aves_all_observations
other,0,OH_Dayton_A3_A_7385_Aves_all_observations
ebird,24327,OH_Dayton_A4_A_7386_Aves_all_observations
iNaturalist,12,OH_Dayton_A4_A_7386_Aves_all_observations
other,0,OH_Dayton_A4_A_7386_Aves_all_observations
ebird,415,OH_Dayton_A5_A_7387_Aves_all_observations
iNaturalist,1,OH_Dayton_A5_A_7387_Aves_all_observations
other,0,OH_Dayton_A5_A_7387_Aves_all_observations
ebird,3229,OH_Dayton_A6_A_7388_Aves_all_observations
iNaturalist,5,OH_Dayton_A6_A_7388_Aves_all_observations
other,0,OH_Dayton_A6_A_7388_Aves_all_observations
ebird,8,OH_Dayton_A7_A_7389_Aves_all_observations
other,0,OH_Dayton_A7_A_7389_Aves_all_observations
iNaturalist,0,OH_Dayton_A7_A_7389_Aves_all_observations
ebird,211,OH_Dayton_B1_B_7392_Aves_all_observations
iNaturalist,2,OH_Dayton_B1_B_7392_Aves_all_observations
other,0,OH_Dayton_B1_B_7392_Aves_all_observations
ebird,103,OH_Dayton_B1_B_7393_Aves_all_observations
other,0,OH_Dayton_B1_B_7393_Aves_all_observations
iNaturalist,0,OH_Dayton_B1_B_7393_Aves_all_observations
ebird,54,OH_Dayton_B10_B_7396_Aves_all_observations
other,0,OH_Dayton_B10_B_7396_Aves_all_observations
iNaturalist,0,OH_Dayton_B10_B_7396_Aves_all_observations
ebird,688,OH_Dayton_B2_B_7400_Aves_all_observations
other,0,OH_Dayton_B2_B_7400_Aves_all_observations
iNaturalist,0,OH_Dayton_B2_B_7400_Aves_all_observations
ebird,2,OH_Dayton_B3_B_7401_Aves_all_observations
other,0,OH_Dayton_B3_B_7401_Aves_all_observations
iNaturalist,0,OH_Dayton_B3_B_7401_Aves_all_observations
ebird,2,OH_Dayton_B3_B_7402_Aves_all_observations
other,0,OH_Dayton_B3_B_7402_Aves_all_observations
iNaturalist,0,OH_Dayton_B3_B_7402_Aves_all_observations
ebird,1937,OH_Dayton_B3_B_7403_Aves_all_observations
other,0,OH_Dayton_B3_B_7403_Aves_all_observations
iNaturalist,0,OH_Dayton_B3_B_7403_Aves_all_observations
ebird,48,OH_Dayton_B4_B_7404_Aves_all_observations
other,0,OH_Dayton_B4_B_7404_Aves_all_observations
iNaturalist,0,OH_Dayton_B4_B_7404_Aves_all_observations
ebird,248,OH_Dayton_B5_B_7406_Aves_all_observations
other,0,OH_Dayton_B5_B_7406_Aves_all_observations
iNaturalist,0,OH_Dayton_B5_B_7406_Aves_all_observations
ebird,2,OH_Dayton_B8_B_7409_Aves_all_observations
other,0,OH_Dayton_B8_B_7409_Aves_all_observations
iNaturalist,0,OH_Dayton_B8_B_7409_Aves_all_observations
ebird,58,OH_Dayton_B9_B_7410_Aves_all_observations
iNaturalist,5,OH_Dayton_B9_B_7410_Aves_all_observations
other,0,OH_Dayton_B9_B_7410_Aves_all_observations
ebird,246,OH_Dayton_C1_C_7411_Aves_all_observations
iNaturalist,1,OH_Dayton_C1_C_7411_Aves_all_observations
other,0,OH_Dayton_C1_C_7411_Aves_all_observations
iNaturalist,1,OH_Dayton_C1_C_7415_Aves_all_observations
other,0,OH_Dayton_C1_C_7415_Aves_all_observations
ebird,0,OH_Dayton_C1_C_7415_Aves_all_observations
ebird,1,OH_Dayton_C10_C_7416_Aves_all_observations
other,0,OH_Dayton_C10_C_7416_Aves_all_observations
iNaturalist,0,OH_Dayton_C10_C_7416_Aves_all_observations
iNaturalist,1,OH_Dayton_C12_C_7418_Aves_all_observations
other,0,OH_Dayton_C12_C_7418_Aves_all_observations
ebird,0,OH_Dayton_C12_C_7418_Aves_all_observations
ebird,9,OH_Dayton_C12_C_7419_Aves_all_observations
other,0,OH_Dayton_C12_C_7419_Aves_all_observations
iNaturalist,0,OH_Dayton_C12_C_7419_Aves_all_observations
other,0,OH_Dayton_C14_C_7423_Aves_all_observations
iNaturalist,0,OH_Dayton_C14_C_7423_Aves_all_observations
ebird,0,OH_Dayton_C14_C_7423_Aves_all_observations
other,0,OH_Dayton_C14_C_7428_Aves_all_observations
iNaturalist,0,OH_Dayton_C14_C_7428_Aves_all_observations
ebird,0,OH_Dayton_C14_C_7428_Aves_all_observations
ebird,20,OH_Dayton_C15_C_7431_Aves_all_observations
other,0,OH_Dayton_C15_C_7431_Aves_all_observations
iNaturalist,0,OH_Dayton_C15_C_7431_Aves_all_observations
ebird,20,OH_Dayton_C2_C_7432_Aves_all_observations
other,0,OH_Dayton_C2_C_7432_Aves_all_observations
iNaturalist,0,OH_Dayton_C2_C_7432_Aves_all_observations
ebird,10,OH_Dayton_C3_C_7433_Aves_all_observations
iNaturalist,1,OH_Dayton_C3_C_7433_Aves_all_observations
other,0,OH_Dayton_C3_C_7433_Aves_all_observations
ebird,18,OH_Dayton_C4_C_7434_Aves_all_observations
other,0,OH_Dayton_C4_C_7434_Aves_all_observations
iNaturalist,0,OH_Dayton_C4_C_7434_Aves_all_observations
ebird,371,OH_Dayton_C4_C_7435_Aves_all_observations
iNaturalist,10,OH_Dayton_C4_C_7435_Aves_all_observations
other,0,OH_Dayton_C4_C_7435_Aves_all_observations
ebird,42,OH_Dayton_C5_C_7436_Aves_all_observations
iNaturalist,1,OH_Dayton_C5_C_7436_Aves_all_observations
other,0,OH_Dayton_C5_C_7436_Aves_all_observations
other,0,OH_Dayton_C6_C_7437_Aves_all_observations
iNaturalist,0,OH_Dayton_C6_C_7437_Aves_all_observations
ebird,0,OH_Dayton_C6_C_7437_Aves_all_observations
ebird,67,OH_Dayton_C7_C_7438_Aves_all_observations
other,0,OH_Dayton_C7_C_7438_Aves_all_observations
iNaturalist,0,OH_Dayton_C7_C_7438_Aves_all_observations
ebird,316,OH_Dayton_C8_C_7439_Aves_all_observations
other,0,OH_Dayton_C8_C_7439_Aves_all_observations
iNaturalist,0,OH_Dayton_C8_C_7439_Aves_all_observations
ebird,335,OH_Dayton_D1_D_7441_Aves_all_observations
other,0,OH_Dayton_D1_D_7441_Aves_all_observations
iNaturalist,0,OH_Dayton_D1_D_7441_Aves_all_observations
ebird,52,OH_Dayton_D1_D_7442_Aves_all_observations
other,0,OH_Dayton_D1_D_7442_Aves_all_observations
iNaturalist,0,OH_Dayton_D1_D_7442_Aves_all_observations
ebird,27,OH_Dayton_D10_D_7443_Aves_all_observations
other,0,OH_Dayton_D10_D_7443_Aves_all_observations
iNaturalist,0,OH_Dayton_D10_D_7443_Aves_all_observations
ebird,2,OH_Dayton_D10_D_7444_Aves_all_observations
other,0,OH_Dayton_D10_D_7444_Aves_all_observations
iNaturalist,0,OH_Dayton_D10_D_7444_Aves_all_observations
ebird,71,OH_Dayton_D11_D_7447_Aves_all_observations
other,0,OH_Dayton_D11_D_7447_Aves_all_observations
iNaturalist,0,OH_Dayton_D11_D_7447_Aves_all_observations
ebird,1,OH_Dayton_D11_D_7449_Aves_all_observations
iNaturalist,1,OH_Dayton_D11_D_7449_Aves_all_observations
other,0,OH_Dayton_D11_D_7449_Aves_all_observations
ebird,28,OH_Dayton_D11_D_7450_Aves_all_observations
other,0,OH_Dayton_D11_D_7450_Aves_all_observations
iNaturalist,0,OH_Dayton_D11_D_7450_Aves_all_observations
ebird,10,OH_Dayton_D11_D_7451_Aves_all_observations
iNaturalist,2,OH_Dayton_D11_D_7451_Aves_all_observations
other,0,OH_Dayton_D11_D_7451_Aves_all_observations
ebird,54,OH_Dayton_D11_D_7452_Aves_all_observations
other,0,OH_Dayton_D11_D_7452_Aves_all_observations
iNaturalist,0,OH_Dayton_D11_D_7452_Aves_all_observations
ebird,122,OH_Dayton_D12_D_7453_Aves_all_observations
other,0,OH_Dayton_D12_D_7453_Aves_all_observations
iNaturalist,0,OH_Dayton_D12_D_7453_Aves_all_observations
ebird,44,OH_Dayton_D13_D_7454_Aves_all_observations
other,0,OH_Dayton_D13_D_7454_Aves_all_observations
iNaturalist,0,OH_Dayton_D13_D_7454_Aves_all_observations
other,0,OH_Dayton_D14_D_7456_Aves_all_observations
iNaturalist,0,OH_Dayton_D14_D_7456_Aves_all_observations
ebird,0,OH_Dayton_D14_D_7456_Aves_all_observations
ebird,3,OH_Dayton_D2_D_7458_Aves_all_observations
other,0,OH_Dayton_D2_D_7458_Aves_all_observations
iNaturalist,0,OH_Dayton_D2_D_7458_Aves_all_observations
ebird,1,OH_Dayton_D3_D_7459_Aves_all_observations
other,0,OH_Dayton_D3_D_7459_Aves_all_observations
iNaturalist,0,OH_Dayton_D3_D_7459_Aves_all_observations
iNaturalist,1,OH_Dayton_D4_D_7461_Aves_all_observations
other,0,OH_Dayton_D4_D_7461_Aves_all_observations
ebird,0,OH_Dayton_D4_D_7461_Aves_all_observations
ebird,16,OH_Dayton_D5_D_7462_Aves_all_observations
other,0,OH_Dayton_D5_D_7462_Aves_all_observations
iNaturalist,0,OH_Dayton_D5_D_7462_Aves_all_observations
ebird,5,OH_Dayton_D6_D_7463_Aves_all_observations
other,0,OH_Dayton_D6_D_7463_Aves_all_observations
iNaturalist,0,OH_Dayton_D6_D_7463_Aves_all_observations
ebird,16,OH_Dayton_D7_D_7464_Aves_all_observations
iNaturalist,2,OH_Dayton_D7_D_7464_Aves_all_observations
other,0,OH_Dayton_D7_D_7464_Aves_all_observations
ebird,12,OH_Dayton_D7_D_7465_Aves_all_observations
other,0,OH_Dayton_D7_D_7465_Aves_all_observations
iNaturalist,0,OH_Dayton_D7_D_7465_Aves_all_observations
ebird,230,OH_Dayton_D8_D_7466_Aves_all_observations
iNaturalist,2,OH_Dayton_D8_D_7466_Aves_all_observations
other,0,OH_Dayton_D8_D_7466_Aves_all_observations
ebird,44,OH_Dayton_D9_D_7467_Aves_all_observations
iNaturalist,5,OH_Dayton_D9_D_7467_Aves_all_observations
other,0,OH_Dayton_D9_D_7467_Aves_all_observations
ebird,10,OH_Hamilton_A1_A_7468_Aves_all_observations
other,0,OH_Hamilton_A1_A_7468_Aves_all_observations
iNaturalist,0,OH_Hamilton_A1_A_7468_Aves_all_observations
ebird,35,OH_Hamilton_A2_A_7469_Aves_all_observations
other,0,OH_Hamilton_A2_A_7469_Aves_all_observations
iNaturalist,0,OH_Hamilton_A2_A_7469_Aves_all_observations
ebird,29,OH_Hamilton_B1_B_7470_Aves_all_observations
other,0,OH_Hamilton_B1_B_7470_Aves_all_observations
iNaturalist,0,OH_Hamilton_B1_B_7470_Aves_all_observations
ebird,53,OH_Hamilton_B4_B_7473_Aves_all_observations
iNaturalist,5,OH_Hamilton_B4_B_7473_Aves_all_observations
other,0,OH_Hamilton_B4_B_7473_Aves_all_observations
ebird,1,OH_Hamilton_C1_C_7474_Aves_all_observations
other,0,OH_Hamilton_C1_C_7474_Aves_all_observations
iNaturalist,0,OH_Hamilton_C1_C_7474_Aves_all_observations
ebird,25,OH_Hamilton_C10_C_7475_Aves_all_observations
iNaturalist,2,OH_Hamilton_C10_C_7475_Aves_all_observations
other,0,OH_Hamilton_C10_C_7475_Aves_all_observations
ebird,169,OH_Hamilton_C11_C_7476_Aves_all_observations
iNaturalist,9,OH_Hamilton_C11_C_7476_Aves_all_observations
other,0,OH_Hamilton_C11_C_7476_Aves_all_observations
ebird,25,OH_Hamilton_C12_C_7477_Aves_all_observations
other,0,OH_Hamilton_C12_C_7477_Aves_all_observations
iNaturalist,0,OH_Hamilton_C12_C_7477_Aves_all_observations
ebird,39,OH_Hamilton_C2_C_7478_Aves_all_observations
other,0,OH_Hamilton_C2_C_7478_Aves_all_observations
iNaturalist,0,OH_Hamilton_C2_C_7478_Aves_all_observations
ebird,83,OH_Hamilton_C3_C_7479_Aves_all_observations
other,0,OH_Hamilton_C3_C_7479_Aves_all_observations
iNaturalist,0,OH_Hamilton_C3_C_7479_Aves_all_observations
ebird,47,OH_Hamilton_C4_C_7480_Aves_all_observations
other,0,OH_Hamilton_C4_C_7480_Aves_all_observations
iNaturalist,0,OH_Hamilton_C4_C_7480_Aves_all_observations
ebird,88,OH_Hamilton_C5_C_7481_Aves_all_observations
other,0,OH_Hamilton_C5_C_7481_Aves_all_observations
iNaturalist,0,OH_Hamilton_C5_C_7481_Aves_all_observations
ebird,12,OH_Hamilton_C7_C_7483_Aves_all_observations
iNaturalist,3,OH_Hamilton_C7_C_7483_Aves_all_observations
other,0,OH_Hamilton_C7_C_7483_Aves_all_observations
iNaturalist,1,OH_Hamilton_C8_C_7484_Aves_all_observations
other,0,OH_Hamilton_C8_C_7484_Aves_all_observations
ebird,0,OH_Hamilton_C8_C_7484_Aves_all_observations
ebird,11,OH_Hamilton_C9_C_7485_Aves_all_observations
iNaturalist,1,OH_Hamilton_C9_C_7485_Aves_all_observations
other,0,OH_Hamilton_C9_C_7485_Aves_all_observations
ebird,18,OH_Hamilton_D1_D_7486_Aves_all_observations
other,0,OH_Hamilton_D1_D_7486_Aves_all_observations
iNaturalist,0,OH_Hamilton_D1_D_7486_Aves_all_observations
ebird,27,OH_Hamilton_D2_D_7487_Aves_all_observations
other,0,OH_Hamilton_D2_D_7487_Aves_all_observations
iNaturalist,0,OH_Hamilton_D2_D_7487_Aves_all_observations
ebird,6,OH_Hamilton_D3_D_7488_Aves_all_observations
iNaturalist,7,OH_Hamilton_D3_D_7488_Aves_all_observations
other,0,OH_Hamilton_D3_D_7488_Aves_all_observations
other,0,OH_Hamilton_D5_D_7490_Aves_all_observations
iNaturalist,0,OH_Hamilton_D5_D_7490_Aves_all_observations
ebird,0,OH_Hamilton_D5_D_7490_Aves_all_observations
ebird,30,OH_Lima_A1_A_7491_Aves_all_observations
other,0,OH_Lima_A1_A_7491_Aves_all_observations
iNaturalist,0,OH_Lima_A1_A_7491_Aves_all_observations
ebird,5,OH_Lima_B1_B_7492_Aves_all_observations
other,0,OH_Lima_B1_B_7492_Aves_all_observations
iNaturalist,0,OH_Lima_B1_B_7492_Aves_all_observations
ebird,5,OH_Lima_B3_B_7494_Aves_all_observations
other,0,OH_Lima_B3_B_7494_Aves_all_observations
iNaturalist,0,OH_Lima_B3_B_7494_Aves_all_observations
ebird,10,OH_Lima_B4_B_7495_Aves_all_observations
other,0,OH_Lima_B4_B_7495_Aves_all_observations
iNaturalist,0,OH_Lima_B4_B_7495_Aves_all_observations
ebird,20,OH_Lima_B7_B_7498_Aves_all_observations
other,0,OH_Lima_B7_B_7498_Aves_all_observations
iNaturalist,0,OH_Lima_B7_B_7498_Aves_all_observations
ebird,4,OH_Lima_C2_C_7504_Aves_all_observations
other,0,OH_Lima_C2_C_7504_Aves_all_observations
iNaturalist,0,OH_Lima_C2_C_7504_Aves_all_observations
ebird,8,OH_Lima_C4_C_7506_Aves_all_observations
other,0,OH_Lima_C4_C_7506_Aves_all_observations
iNaturalist,0,OH_Lima_C4_C_7506_Aves_all_observations
iNaturalist,1,OH_Lima_C7_C_7509_Aves_all_observations
other,0,OH_Lima_C7_C_7509_Aves_all_observations
ebird,0,OH_Lima_C7_C_7509_Aves_all_observations
ebird,7,OH_Lima_C8_C_7510_Aves_all_observations
other,0,OH_Lima_C8_C_7510_Aves_all_observations
iNaturalist,0,OH_Lima_C8_C_7510_Aves_all_observations
ebird,40,OH_Lima_C9_C_7511_Aves_all_observations
other,0,OH_Lima_C9_C_7511_Aves_all_observations
iNaturalist,0,OH_Lima_C9_C_7511_Aves_all_observations
ebird,43,OH_Lima_D1_D_7513_Aves_all_observations
other,0,OH_Lima_D1_D_7513_Aves_all_observations
iNaturalist,0,OH_Lima_D1_D_7513_Aves_all_observations
ebird,46,OH_Lima_D2_D_7514_Aves_all_observations
other,0,OH_Lima_D2_D_7514_Aves_all_observations
iNaturalist,0,OH_Lima_D2_D_7514_Aves_all_observations
ebird,248,OH_Lorain_B1_B_7519_Aves_all_observations
other,0,OH_Lorain_B1_B_7519_Aves_all_observations
iNaturalist,0,OH_Lorain_B1_B_7519_Aves_all_observations
ebird,714,OH_Lorain_B2_B_7520_Aves_all_observations
iNaturalist,2,OH_Lorain_B2_B_7520_Aves_all_observations
other,0,OH_Lorain_B2_B_7520_Aves_all_observations
ebird,10,OH_Lorain_C1_C_7522_Aves_all_observations
iNaturalist,15,OH_Lorain_C1_C_7522_Aves_all_observations
other,0,OH_Lorain_C1_C_7522_Aves_all_observations
ebird,149,OH_Lorain_C2_C_7523_Aves_all_observations
iNaturalist,42,OH_Lorain_C2_C_7523_Aves_all_observations
other,0,OH_Lorain_C2_C_7523_Aves_all_observations
ebird,30,OH_Lorain_C3_C_7524_Aves_all_observations
other,0,OH_Lorain_C3_C_7524_Aves_all_observations
iNaturalist,0,OH_Lorain_C3_C_7524_Aves_all_observations
ebird,2,OH_Lorain_C4_C_7525_Aves_all_observations
other,0,OH_Lorain_C4_C_7525_Aves_all_observations
iNaturalist,0,OH_Lorain_C4_C_7525_Aves_all_observations
ebird,2,OH_Lorain_C5_C_7526_Aves_all_observations
other,0,OH_Lorain_C5_C_7526_Aves_all_observations
iNaturalist,0,OH_Lorain_C5_C_7526_Aves_all_observations
ebird,94,OH_Lorain_C6_C_7527_Aves_all_observations
iNaturalist,2,OH_Lorain_C6_C_7527_Aves_all_observations
other,0,OH_Lorain_C6_C_7527_Aves_all_observations
ebird,109,OH_Lorain_C7_C_7528_Aves_all_observations
other,0,OH_Lorain_C7_C_7528_Aves_all_observations
iNaturalist,0,OH_Lorain_C7_C_7528_Aves_all_observations
ebird,11,OH_Lorain_C8_C_7529_Aves_all_observations
other,0,OH_Lorain_C8_C_7529_Aves_all_observations
iNaturalist,0,OH_Lorain_C8_C_7529_Aves_all_observations
ebird,11,OH_Lorain_C9_C_7530_Aves_all_observations
other,0,OH_Lorain_C9_C_7530_Aves_all_observations
iNaturalist,0,OH_Lorain_C9_C_7530_Aves_all_observations
ebird,13,OH_Lorain_D1_D_7531_Aves_all_observations
other,0,OH_Lorain_D1_D_7531_Aves_all_observations
iNaturalist,0,OH_Lorain_D1_D_7531_Aves_all_observations
ebird,8,OH_Lorain_D2_D_7532_Aves_all_observations
other,0,OH_Lorain_D2_D_7532_Aves_all_observations
iNaturalist,0,OH_Lorain_D2_D_7532_Aves_all_observations
ebird,4,OH_Lorain_D3_D_7534_Aves_all_observations
other,0,OH_Lorain_D3_D_7534_Aves_all_observations
iNaturalist,0,OH_Lorain_D3_D_7534_Aves_all_observations
ebird,91,OH_Lorain_D6_D_7538_Aves_all_observations
other,0,OH_Lorain_D6_D_7538_Aves_all_observations
iNaturalist,0,OH_Lorain_D6_D_7538_Aves_all_observations
ebird,37,OH_Portsmouth_B1_B_7543_Aves_all_observations
other,0,OH_Portsmouth_B1_B_7543_Aves_all_observations
iNaturalist,0,OH_Portsmouth_B1_B_7543_Aves_all_observations
ebird,50,OH_Portsmouth_B2_B_7544_Aves_all_observations
other,0,OH_Portsmouth_B2_B_7544_Aves_all_observations
iNaturalist,0,OH_Portsmouth_B2_B_7544_Aves_all_observations
ebird,3,OH_Portsmouth_C1_C_7546_Aves_all_observations
other,0,OH_Portsmouth_C1_C_7546_Aves_all_observations
iNaturalist,0,OH_Portsmouth_C1_C_7546_Aves_all_observations
ebird,2,OH_Portsmouth_C2_C_7547_Aves_all_observations
other,0,OH_Portsmouth_C2_C_7547_Aves_all_observations
iNaturalist,0,OH_Portsmouth_C2_C_7547_Aves_all_observations
ebird,52,OH_Portsmouth_C3_C_7548_Aves_all_observations
other,0,OH_Portsmouth_C3_C_7548_Aves_all_observations
iNaturalist,0,OH_Portsmouth_C3_C_7548_Aves_all_observations
ebird,45,OH_Portsmouth_C4_C_7549_Aves_all_observations
iNaturalist,9,OH_Portsmouth_C4_C_7549_Aves_all_observations
other,0,OH_Portsmouth_C4_C_7549_Aves_all_observations
ebird,362,OH_Portsmouth_C5_C_7550_Aves_all_observations
other,0,OH_Portsmouth_C5_C_7550_Aves_all_observations
iNaturalist,0,OH_Portsmouth_C5_C_7550_Aves_all_observations
ebird,7,OH_Portsmouth_C7_C_7552_Aves_all_observations
other,0,OH_Portsmouth_C7_C_7552_Aves_all_observations
iNaturalist,0,OH_Portsmouth_C7_C_7552_Aves_all_observations
ebird,11,OH_Portsmouth_D1_D_7554_Aves_all_observations
other,0,OH_Portsmouth_D1_D_7554_Aves_all_observations
iNaturalist,0,OH_Portsmouth_D1_D_7554_Aves_all_observations
ebird,21,OH_Portsmouth_D2_D_7555_Aves_all_observations
other,0,OH_Portsmouth_D2_D_7555_Aves_all_observations
iNaturalist,0,OH_Portsmouth_D2_D_7555_Aves_all_observations
ebird,8,OH_Portsmouth_D3_D_7556_Aves_all_observations
iNaturalist,3,OH_Portsmouth_D3_D_7556_Aves_all_observations
other,0,OH_Portsmouth_D3_D_7556_Aves_all_observations
other,0,OH_Portsmouth_D4_D_7557_Aves_all_observations
iNaturalist,0,OH_Portsmouth_D4_D_7557_Aves_all_observations
ebird,0,OH_Portsmouth_D4_D_7557_Aves_all_observations
ebird,11,OH_Portsmouth_D5_D_7558_Aves_all_observations
other,0,OH_Portsmouth_D5_D_7558_Aves_all_observations
iNaturalist,0,OH_Portsmouth_D5_D_7558_Aves_all_observations
ebird,1,OH_Portsmouth_D6_D_7559_Aves_all_observations
iNaturalist,1,OH_Portsmouth_D6_D_7559_Aves_all_observations
other,0,OH_Portsmouth_D6_D_7559_Aves_all_observations
ebird,44,OH_Springfield_A1_A_7561_Aves_all_observations
other,0,OH_Springfield_A1_A_7561_Aves_all_observations
iNaturalist,0,OH_Springfield_A1_A_7561_Aves_all_observations
ebird,3,OH_Springfield_A2_A_7562_Aves_all_observations
